dates,JPYBEI5Y,JPYBEI10Y,USDBEI5Y,USDBEI10Y,JPYZeroRate1M,JPYZeroRate5Y,JPYZeroRate10Y,USDZeroRate1M,USDZeroRate5Y,USDZeroRate10Y,JPYFXImpliedRate1M,JPYFXImpliedRate5Y,JPYFXImpliedRate10Y,USDJPYIV1MATM,USDJPYIV5YATM,USDJPYIV10YATM,USDJPY,NK225,SP500,NK225VolatilityIndex,SPXVolatilityIndex
2008/4/17 0:00,,0.11%,2.18%,2.34%,0.69%,1.16%,1.60%,2.84%,3.81%,4.48%,0.47%,,,0.137625,0.105,,102.48,13398.3,1365.56,0.3074,0.2037
2008/4/18 0:00,,0.11%,2.20%,2.34%,0.68%,1.19%,1.63%,2.91%,3.74%,4.41%,0.51%,,,0.130675,0.1032,,103.67,13476.45,1390.33,0.2909,0.2013
2008/4/21 0:00,,0.12%,2.19%,2.34%,0.68%,1.19%,1.64%,2.94%,3.77%,4.41%,0.52%,,,0.139275,0.1037,,103.27,13696.55,1388.17,0.2784,0.205
2008/4/22 0:00,,0.15%,2.27%,2.36%,0.66%,1.23%,1.68%,2.94%,3.76%,4.36%,0.55%,,,0.140475,0.10555,,103.03,13547.82,1375.94,0.2846,0.2087
2008/4/23 0:00,,0.19%,2.36%,2.34%,0.66%,1.22%,1.67%,2.94%,3.79%,4.41%,0.66%,,,0.134875,0.10425,,103.38,13579.16,1379.93,0.2809,0.2026
2008/4/24 0:00,,0.22%,2.22%,2.33%,0.67%,1.30%,1.74%,2.93%,3.91%,4.51%,0.71%,,,0.125275,0.10295,,104.27,13540.87,1388.82,0.2719,0.2006
2008/4/25 0:00,,0.28%,2.25%,2.33%,0.68%,1.46%,1.87%,2.92%,3.96%,4.56%,0.67%,,,0.123475,0.101775,,104.43,13863.47,1397.84,0.2513,0.1959
2008/4/28 0:00,,0.28%,2.26%,2.32%,0.67%,1.46%,1.87%,2.90%,3.90%,4.51%,0.65%,,,0.1213,0.099775,,104.19,13894.37,1396.37,0.2643,0.1964
2008/4/29 0:00,,0.27%,2.23%,2.31%,0.67%,1.44%,1.84%,2.87%,3.88%,4.48%,0.62%,,,0.123025,0.099875,,104.02,,1390.94,,0.2024
2008/4/30 0:00,,0.24%,2.21%,2.28%,0.68%,1.35%,1.77%,2.84%,3.77%,4.38%,0.59%,,,0.121625,0.099825,,103.92,13849.99,1385.59,0.2709,0.2079
2008/5/1 0:00,,0.24%,2.24%,2.32%,0.67%,1.36%,1.79%,2.76%,3.83%,4.41%,0.54%,,,0.1223,0.0997,,104.43,13766.86,1409.34,0.2543,0.1888
2008/5/2 0:00,,0.25%,2.30%,2.36%,0.67%,1.45%,1.88%,2.73%,3.94%,4.51%,0.55%,,,0.109975,0.09745,,105.4,14049.26,1413.9,0.2477,0.1818
2008/5/5 0:00,,0.25%,2.33%,2.40%,0.67%,,,2.73%,3.92%,4.52%,0.55%,,,0.108625,0.095375,,104.86,,1407.49,,0.189
2008/5/6 0:00,,0.25%,2.34%,2.41%,0.67%,,,2.71%,3.95%,4.60%,0.56%,,,0.110825,0.0976,,104.78,,1418.26,,0.1821
2008/5/7 0:00,,0.26%,2.30%,2.42%,0.67%,1.41%,1.85%,2.66%,3.86%,4.51%,0.65%,,,0.107975,0.096275,,104.73,14102.48,1392.57,0.2472,0.1973
2008/5/8 0:00,,0.29%,2.31%,2.40%,0.67%,1.37%,1.81%,2.63%,3.75%,4.42%,0.70%,,,0.1182,0.0978,0.1232,103.74,13943.26,1397.68,0.2583,0.194
2008/5/9 0:00,,0.28%,2.34%,2.42%,0.66%,1.34%,1.78%,2.59%,3.76%,4.42%,0.67%,,,0.127025,0.10035,0.1254,102.87,13655.34,1388.28,0.2659,0.1941
2008/5/12 0:00,,0.29%,2.34%,2.41%,0.65%,1.36%,1.80%,2.56%,3.81%,4.44%,0.65%,,,0.124025,0.0996,0.1251,103.75,13743.36,1403.58,0.2593,0.1779
2008/5/13 0:00,,0.29%,2.34%,2.45%,0.66%,1.39%,1.82%,2.55%,4.00%,4.59%,0.61%,,,0.116725,0.0984,0.1237,104.75,13953.73,1403.04,0.2487,0.1798
2008/5/14 0:00,,0.31%,2.37%,2.47%,0.66%,1.51%,1.92%,2.54%,4.02%,4.57%,0.68%,,,0.110775,0.096875,0.1218,105.04,14118.55,1408.66,0.2423,0.1766
2008/5/15 0:00,,0.34%,2.35%,2.46%,0.66%,1.51%,1.92%,2.53%,3.87%,4.44%,0.78%,,,0.1103,0.0964,0.12125,104.75,14251.74,1423.57,0.238,0.163
2008/5/16 0:00,,0.39%,2.39%,2.48%,0.66%,1.50%,1.92%,2.51%,3.89%,4.47%,0.78%,,,0.112075,0.09705,0.121325,104.05,14219.48,1425.35,0.2498,0.1647
2008/5/19 0:00,,0.40%,2.41%,2.51%,0.65%,1.48%,1.90%,2.49%,3.85%,4.44%,0.78%,,,0.114475,0.096075,0.12075,104.33,14269.61,1426.63,0.2411,0.1701
2008/5/20 0:00,,0.38%,2.42%,2.51%,0.66%,1.43%,1.85%,2.46%,3.79%,4.40%,0.84%,,,0.118775,0.09665,0.1214,103.68,14160.09,1413.4,0.2424,0.1758
2008/5/21 0:00,,0.34%,2.49%,2.56%,0.66%,1.44%,1.86%,2.44%,3.86%,4.44%,0.83%,,,0.12435,0.0982,0.1223,103.06,13926.3,1390.71,0.2578,0.1859
2008/5/22 0:00,,0.35%,2.46%,2.55%,0.66%,1.50%,1.92%,2.43%,4.01%,4.55%,0.84%,,,0.1208,0.0981,0.1217,104.08,13978.46,1394.35,0.2659,0.1805
2008/5/23 0:00,,0.35%,2.43%,2.52%,0.66%,1.53%,1.95%,2.42%,3.94%,4.52%,0.82%,,,0.12085,0.0972,0.1215,103.38,14012.2,1375.93,0.2548,0.1955
2008/5/26 0:00,,0.36%,2.42%,2.52%,0.66%,1.57%,1.99%,2.42%,3.94%,4.50%,0.81%,,,0.122825,0.0975,0.122,103.44,13690.19,,0.2786,
2008/5/27 0:00,,0.37%,2.39%,2.50%,0.65%,1.58%,2.02%,2.41%,4.05%,4.59%,0.76%,,,0.119575,0.09685,0.12225,104.24,13893.31,1385.35,0.2762,0.1964
2008/5/28 0:00,,0.38%,2.40%,2.48%,0.66%,1.56%,2.00%,2.41%,4.17%,4.68%,0.67%,,,0.116075,0.0959,0.12165,104.69,13709.44,1390.84,0.2895,0.1907
2008/5/29 0:00,,0.42%,2.42%,2.50%,0.69%,1.64%,2.08%,2.49%,4.24%,4.75%,0.65%,,,0.110325,0.096,0.12185,105.51,14124.47,1398.26,0.273,0.1814
2008/5/30 0:00,,0.41%,2.44%,2.53%,0.71%,1.56%,1.99%,2.49%,4.22%,4.74%,0.70%,,,0.10895,0.09645,0.12285,105.52,14338.54,1400.38,0.2647,0.1783
2008/6/2 0:00,,0.43%,2.42%,2.49%,0.72%,1.60%,2.03%,2.49%,4.08%,4.64%,0.72%,,,0.115475,0.09705,0.1229,104.43,14440.14,1385.67,0.2687,0.1983
2008/6/3 0:00,,0.43%,2.37%,2.45%,0.71%,1.55%,1.98%,2.49%,4.01%,4.60%,0.72%,,,0.1179,0.09835,0.1234,105.09,14209.17,1377.65,0.2813,0.2024
2008/6/4 0:00,,0.40%,2.35%,2.45%,0.72%,1.56%,1.99%,2.48%,4.12%,4.72%,0.72%,,,0.11775,0.09825,0.1236,105.23,14435.57,1377.2,0.2772,0.208
2008/6/5 0:00,,0.40%,2.40%,2.46%,0.73%,1.56%,2.00%,2.48%,4.22%,4.81%,0.68%,,,0.112325,0.0977,0.1228,105.94,14341.12,1404.05,0.277,0.1863
2008/6/6 0:00,,0.43%,2.45%,2.49%,0.73%,1.57%,2.00%,2.48%,4.13%,4.70%,0.69%,,,0.113275,0.09775,0.12365,104.93,14489.44,1360.68,0.2709,0.2356
2008/6/9 0:00,,0.44%,2.49%,2.51%,0.73%,1.61%,2.03%,2.48%,4.33%,4.76%,0.75%,,,0.120325,0.098425,0.1238,106.31,14181.38,1361.76,0.2973,0.2312
2008/6/10 0:00,,0.46%,2.52%,2.52%,0.72%,1.65%,2.05%,2.51%,4.52%,4.87%,0.84%,,,0.12065,0.099,0.12445,107.44,14021.17,1358.44,0.3242,0.2318
2008/6/11 0:00,,0.45%,2.54%,2.51%,0.73%,1.74%,2.10%,2.51%,4.38%,4.80%,0.83%,,,0.12105,0.09875,0.125,106.97,14183.48,1335.49,0.3027,0.2412
2008/6/12 0:00,,0.44%,2.58%,2.54%,0.73%,1.79%,2.16%,2.51%,4.60%,4.92%,0.73%,,,0.1175,0.09745,0.12335,107.96,13888.6,1339.87,0.3196,0.2333
2008/6/13 0:00,,0.44%,2.59%,2.52%,0.73%,1.78%,2.10%,2.52%,4.63%,4.96%,0.68%,,,0.114875,0.0966,0.12295,108.19,13973.73,1360.03,0.3099,0.2122
2008/6/16 0:00,,0.46%,2.64%,2.55%,0.73%,1.78%,2.16%,2.52%,4.67%,4.98%,0.65%,,,0.110625,0.0963,0.12215,108.22,14354.37,1360.14,0.2875,0.2095
2008/6/17 0:00,,0.46%,2.57%,2.51%,0.71%,1.69%,2.10%,2.52%,4.53%,4.89%,0.72%,,,0.105375,0.0955,0.1217,107.93,14348.37,1350.93,0.2761,0.2113
2008/6/18 0:00,,0.46%,2.58%,2.51%,0.71%,1.62%,2.02%,2.52%,4.40%,4.81%,0.83%,,,0.1037,0.09505,0.12025,107.88,14452.82,1337.81,0.2729,0.2224
2008/6/19 0:00,,0.49%,2.55%,2.50%,0.72%,1.67%,2.07%,2.52%,4.49%,4.88%,0.86%,,,0.100775,0.096025,0.12135,108.01,14130.17,1342.83,0.289,0.2158
2008/6/20 0:00,,0.50%,2.58%,2.50%,0.73%,1.62%,2.01%,2.52%,4.47%,4.88%,0.82%,,,0.105175,0.0967,0.12175,107.34,13942.08,1317.93,0.2925,0.2287
2008/6/23 0:00,,0.48%,2.56%,2.47%,0.73%,1.59%,1.98%,2.52%,4.53%,4.89%,0.81%,,,0.106125,0.09705,0.12195,107.85,13857.47,1318,0.3036,0.2264
2008/6/24 0:00,,0.47%,2.58%,2.50%,0.73%,1.56%,1.94%,2.52%,4.42%,4.80%,0.80%,,,0.10475,0.096875,0.1219,107.82,13849.56,1314.29,0.2903,0.2242
2008/6/25 0:00,,0.45%,2.56%,2.51%,0.73%,1.55%,1.94%,2.52%,4.41%,4.81%,0.79%,,,0.104625,0.09635,0.1219,107.81,13829.92,1321.97,0.2888,0.2114
2008/6/26 0:00,,0.45%,2.61%,2.55%,0.73%,1.50%,1.88%,2.52%,4.33%,4.78%,0.77%,,,0.108675,0.0982,0.1223,106.81,13822.32,1283.15,0.2785,0.2393
2008/6/27 0:00,,0.46%,2.61%,2.54%,0.71%,1.51%,1.89%,2.50%,4.26%,4.69%,0.87%,,,0.11355,0.09975,0.123525,106.14,13544.36,1278.38,0.2955,0.2344
2008/6/30 0:00,,0.46%,2.63%,2.54%,0.71%,1.50%,1.89%,2.50%,4.25%,4.70%,0.84%,,,0.11995,0.101525,0.12515,106.21,13481.38,1280,0.3026,0.2395
2008/7/1 0:00,,0.51%,2.67%,2.55%,0.71%,1.53%,1.92%,2.50%,4.29%,4.74%,0.74%,,,0.1198,0.10175,0.12365,106.13,13463.2,1284.91,0.286,0.2365
2008/7/2 0:00,,0.51%,2.69%,2.59%,0.70%,1.55%,1.93%,2.50%,4.27%,4.73%,0.74%,,,0.1168,0.1009,0.1235,105.92,13286.37,1261.52,0.2881,0.2592
2008/7/3 0:00,,0.55%,2.72%,2.61%,0.70%,1.55%,1.93%,2.49%,4.25%,4.77%,0.82%,,,0.1104,0.0989,0.12325,106.73,13265.4,1262.9,0.2864,0.2478
2008/7/4 0:00,,0.59%,2.72%,2.61%,0.70%,1.50%,1.86%,2.50%,4.28%,4.77%,0.82%,,,0.10475,0.0977,0.1235,106.81,13237.89,,0.2608,
2008/7/7 0:00,,0.59%,2.62%,2.54%,0.69%,1.54%,1.92%,2.50%,4.20%,4.72%,0.82%,,,0.10505,0.0972,0.1234,107.18,13360.04,1252.31,0.2659,0.2578
2008/7/8 0:00,,0.52%,2.53%,2.49%,0.70%,1.47%,1.85%,2.49%,4.15%,4.65%,0.78%,,,0.1062,0.097475,0.1237,107.51,13033.1,1273.7,0.2974,0.2315
2008/7/9 0:00,,0.48%,2.53%,2.48%,0.70%,1.46%,1.84%,2.49%,4.04%,4.57%,0.78%,,,0.10495,0.0969,0.12365,106.76,13052.13,1244.69,0.2806,0.2523
2008/7/10 0:00,,0.45%,2.55%,2.48%,0.70%,1.41%,1.79%,2.49%,4.01%,4.54%,0.78%,,,0.10505,0.09695,0.1228,107.07,13067.21,1253.39,0.2859,0.2559
2008/7/11 0:00,,0.47%,2.60%,2.47%,0.69%,1.41%,1.81%,2.49%,4.18%,4.67%,0.77%,,,0.109075,0.09725,0.1231,106.28,13039.69,1239.49,0.2755,0.2749
2008/7/14 0:00,,0.48%,2.54%,2.45%,0.67%,1.39%,1.80%,2.49%,4.08%,4.58%,0.73%,,,0.112875,0.09805,0.1228,106.14,13010.16,1228.3,0.2898,0.2848
2008/7/15 0:00,,0.49%,2.49%,2.45%,0.67%,1.34%,1.75%,2.49%,4.01%,4.55%,0.77%,,,0.128275,0.10305,0.12625,104.73,12754.56,1214.91,0.2959,0.2854
2008/7/16 0:00,,0.49%,2.53%,2.47%,0.66%,1.40%,1.81%,2.49%,4.14%,4.68%,0.76%,,,0.127925,0.1049,0.12835,105.13,12760.8,1245.36,0.2972,0.251
2008/7/17 0:00,,0.47%,2.48%,2.45%,0.65%,1.42%,1.83%,2.49%,4.25%,4.78%,0.75%,,,0.121425,0.10345,0.1281,106.28,12887.95,1260.32,0.2846,0.2501
2008/7/18 0:00,,0.39%,2.43%,2.44%,0.64%,1.41%,1.82%,2.49%,4.40%,4.88%,0.75%,,,0.114575,0.101275,0.125275,106.97,12803.7,1260.68,0.2826,0.2405
2008/7/21 0:00,,0.39%,2.39%,2.42%,0.64%,1.42%,1.83%,2.49%,4.34%,4.82%,0.77%,,,0.114825,0.10085,0.12445,106.45,,1260,,0.2305
2008/7/22 0:00,,0.40%,2.37%,2.40%,0.63%,1.47%,1.88%,2.50%,4.41%,4.84%,0.80%,,,0.112,0.1002,0.1238,107.33,13184.96,1277,0.2625,0.2118
2008/7/23 0:00,,0.35%,2.22%,2.34%,0.63%,1.51%,1.90%,2.50%,4.40%,4.83%,0.80%,,,0.1073,0.0989,0.1234,107.9,13312.93,1282.19,0.2465,0.2131
2008/7/24 0:00,,0.32%,2.18%,2.33%,0.63%,1.47%,1.86%,2.49%,4.20%,4.71%,0.84%,,,0.10625,0.0983,0.1245,107.33,13603.31,1252.54,0.2366,0.2344
2008/7/25 0:00,,0.30%,2.17%,2.33%,0.64%,1.44%,1.85%,2.49%,4.33%,4.82%,0.80%,,,0.107475,0.098675,0.1247,107.84,13334.76,1257.76,0.2492,0.2291
2008/7/28 0:00,,0.29%,2.19%,2.33%,0.64%,1.42%,1.82%,2.50%,4.20%,4.73%,0.76%,,,0.104475,0.0976,0.123075,107.46,13353.78,1234.37,0.2423,0.2423
2008/7/29 0:00,,0.24%,2.13%,2.31%,0.65%,1.43%,1.83%,2.50%,4.27%,4.76%,0.67%,,,0.10125,0.096725,0.12265,108.11,13159.45,1263.2,0.2483,0.2203
2008/7/30 0:00,,0.27%,2.16%,2.34%,0.64%,1.39%,1.80%,2.50%,4.23%,4.76%,0.82%,,,0.1007,0.0959,0.12195,108.13,13367.79,1284.26,0.2421,0.2121
2008/7/31 0:00,,0.28%,2.11%,2.31%,0.64%,1.36%,1.77%,2.50%,4.14%,4.69%,0.75%,,,0.09955,0.095925,0.1224,107.92,13376.81,1267.38,0.2446,0.2294
2008/8/1 0:00,,0.27%,2.12%,2.32%,0.64%,1.35%,1.77%,2.49%,4.14%,4.69%,0.74%,,,0.09855,0.096,0.12215,107.71,13094.59,1260.31,0.2601,0.2257
2008/8/4 0:00,,0.25%,2.10%,2.33%,0.63%,1.32%,1.74%,2.50%,4.21%,4.74%,0.77%,,,0.098525,0.0961,0.1227,108.27,12933.18,1249.02,0.2677,0.2349
2008/8/5 0:00,,0.23%,2.04%,2.27%,0.63%,1.35%,1.77%,2.50%,4.25%,4.79%,0.74%,,,0.098525,0.095625,0.1234,108.35,12914.66,1284.88,0.2625,0.2114
2008/8/6 0:00,,0.24%,2.04%,2.28%,0.64%,1.29%,1.72%,2.50%,4.29%,4.83%,0.77%,,,0.09615,0.094425,0.12265,109.8,13254.89,1289.19,0.2454,0.2023
2008/8/7 0:00,,0.24%,2.03%,2.26%,0.64%,1.28%,1.71%,2.50%,4.16%,4.72%,0.76%,,,0.09535,0.093225,0.12195,109.44,13124.99,1266.07,0.2503,0.2115
2008/8/8 0:00,,0.22%,1.98%,2.23%,0.63%,1.25%,1.68%,2.49%,4.17%,4.69%,0.76%,,,0.0976,0.092275,0.1208,110.18,13168.41,1296.32,0.2349,0.2066
2008/8/11 0:00,,0.13%,1.94%,2.20%,0.62%,1.27%,1.68%,2.50%,4.24%,4.77%,0.75%,,,0.09945,0.091625,0.118475,110.06,13430.91,1305.32,0.245,0.2012
2008/8/12 0:00,,0.13%,1.92%,2.19%,0.62%,1.24%,1.65%,2.50%,4.12%,4.67%,0.71%,,,0.100775,0.091525,0.1181,109.27,13303.6,1289.59,0.241,0.2117
2008/8/13 0:00,,0.13%,1.93%,2.20%,0.62%,1.23%,1.66%,2.50%,4.17%,4.69%,0.69%,,,0.109075,0.093125,0.12065,109.53,13023.05,1285.83,0.2582,0.2155
2008/8/14 0:00,,0.17%,1.96%,2.17%,0.61%,1.25%,1.67%,2.50%,4.13%,4.65%,0.76%,,,0.1043,0.092025,0.1204,109.74,12956.8,1292.93,0.2535,0.2034
2008/8/15 0:00,,0.18%,1.89%,2.23%,0.61%,1.25%,1.67%,2.50%,4.09%,4.61%,0.76%,,,0.10225,0.090525,0.1201,110.54,13019.41,1298.2,0.2373,0.1958
2008/8/18 0:00,,0.16%,1.85%,2.16%,0.60%,1.23%,1.66%,2.50%,4.11%,4.61%,0.75%,,,0.0997,0.0903,0.11895,110.13,13165.45,1278.6,0.2384,0.2098
2008/8/19 0:00,,0.15%,1.85%,2.17%,0.60%,1.24%,1.66%,2.51%,4.08%,4.62%,0.74%,,,0.101875,0.0903,0.1183,109.72,12865.05,1266.69,0.2531,0.2128
2008/8/20 0:00,,0.14%,1.88%,2.20%,0.60%,1.26%,1.69%,2.51%,4.01%,4.54%,0.79%,,,0.1,0.09035,0.11875,109.86,12851.69,1274.54,0.255,0.2042
2008/8/21 0:00,,0.13%,1.95%,2.23%,0.59%,1.26%,1.68%,2.51%,4.05%,4.57%,0.82%,,,0.1075,0.0916,0.11935,108.44,12752.21,1277.72,0.259,0.1982
2008/8/22 0:00,,0.15%,1.88%,2.19%,0.59%,1.29%,1.72%,2.51%,4.12%,4.61%,0.79%,,,0.1001,0.09085,0.1189,110.08,12666.04,1292.2,0.2566,0.1881
2008/8/25 0:00,,0.14%,1.84%,2.15%,0.59%,1.21%,1.64%,2.51%,4.05%,4.55%,0.75%,,,0.10195,0.090525,0.1182,109.31,12878.66,1266.84,0.2577,0.2097
2008/8/26 0:00,,0.10%,1.83%,2.16%,0.59%,1.25%,1.68%,2.50%,4.03%,4.51%,0.83%,,,0.10315,0.09045,0.11505,109.61,12778.71,1271.51,0.2589,0.2049
2008/8/27 0:00,,0.08%,1.85%,2.19%,0.60%,1.28%,1.71%,2.50%,3.99%,4.50%,0.83%,,,0.10445,0.0905,0.1186,109.49,12752.96,1281.66,0.2491,0.1976
2008/8/28 0:00,,0.09%,1.84%,2.17%,0.68%,1.28%,1.70%,2.52%,4.00%,4.49%,0.85%,,,0.10325,0.0906,0.11835,109.5,12768.25,1300.68,0.251,0.1943
2008/8/29 0:00,,0.05%,1.81%,2.15%,0.69%,1.28%,1.70%,2.52%,4.01%,4.51%,0.86%,,,0.105125,0.09105,0.11865,108.8,13072.87,1282.83,0.2424,0.2065
2008/9/1 0:00,,0.06%,1.81%,2.15%,0.70%,1.31%,1.73%,2.52%,3.99%,4.50%,0.85%,,,0.11255,0.0918,0.12005,108.14,12834.18,,0.2408,
2008/9/2 0:00,,0.00%,1.64%,2.05%,0.69%,1.31%,1.73%,2.52%,3.94%,4.46%,0.85%,,,0.108525,0.09145,0.11985,108.61,12609.47,1277.58,0.2549,0.2199
2008/9/3 0:00,,-0.01%,1.59%,2.00%,0.69%,1.28%,1.69%,2.52%,3.90%,4.42%,0.87%,,,0.1084,0.0911,0.1197,108.29,12689.59,1274.98,0.2504,0.2143
2008/9/4 0:00,,0.03%,1.52%,1.95%,0.70%,1.32%,1.72%,2.52%,3.80%,4.34%,0.88%,,,0.113525,0.09185,0.12025,107.08,12557.66,1236.83,0.2604,0.2403
2008/9/5 0:00,,0.03%,1.55%,1.99%,0.70%,1.24%,1.64%,2.52%,3.92%,4.40%,0.87%,,,0.128275,0.09435,0.12125,107.73,12212.23,1242.31,0.2746,0.2306
2008/9/8 0:00,,0.08%,1.54%,1.99%,0.70%,1.32%,1.72%,2.52%,3.80%,4.30%,0.84%,,,0.12195,0.09035,0.118325,108.28,12624.46,1267.79,0.2699,0.2264
2008/9/9 0:00,,0.08%,1.45%,1.94%,0.68%,1.31%,1.72%,2.52%,3.75%,4.23%,0.84%,,,0.1313,0.0914,0.1189,106.81,12400.65,1224.51,0.2758,0.2547
2008/9/10 0:00,,0.06%,1.48%,1.97%,0.67%,1.31%,1.72%,2.52%,3.78%,4.27%,0.90%,,,0.12845,0.0911,0.1184,107.7,12346.63,1232.04,0.2835,0.2452
2008/9/11 0:00,,0.04%,1.47%,1.96%,0.68%,1.30%,1.71%,2.52%,3.78%,4.26%,0.87%,,,0.131825,0.0916,0.118,107.17,12102.5,1249.05,0.2885,0.2439
2008/9/12 0:00,,0.04%,1.45%,1.95%,0.67%,1.32%,1.73%,2.52%,3.85%,4.39%,0.88%,,,0.12665,0.091125,0.11665,107.95,12214.76,1251.7,0.2842,0.2566
2008/9/15 0:00,,0.04%,1.17%,1.77%,0.67%,1.24%,1.69%,2.53%,3.45%,4.04%,0.60%,,,0.172375,0.0976,0.12065,104.66,,1192.7,,0.317
2008/9/16 0:00,,-0.15%,0.99%,1.63%,0.74%,1.20%,1.58%,2.79%,3.56%,4.12%,-0.41%,,,0.176975,0.097875,0.118,105.65,11609.72,1213.59,0.4013,0.303
2008/9/17 0:00,,-0.15%,1.03%,1.60%,0.76%,1.24%,1.63%,3.07%,3.55%,4.13%,-2.83%,,,0.1682,0.0971,0.11975,104.66,11749.79,1156.39,0.3421,0.3622
2008/9/18 0:00,,-0.15%,1.01%,1.74%,0.75%,1.30%,1.70%,3.23%,3.71%,4.26%,,,,0.1784,0.09845,0.1205,105.44,11489.3,1206.52,0.3792,0.331
2008/9/19 0:00,,-0.21%,1.32%,1.92%,0.76%,1.35%,1.74%,3.23%,4.04%,4.49%,-0.80%,,,0.15995,0.094425,0.1179,107.45,11920.86,1255.08,0.3658,0.3207
2008/9/22 0:00,,-0.23%,1.40%,1.97%,0.76%,1.32%,1.71%,3.22%,4.10%,4.55%,-1.14%,,,0.165475,0.095975,0.11935,105.52,12090.59,1207.09,0.3713,0.3385
2008/9/23 0:00,,-0.23%,1.21%,1.85%,0.76%,1.31%,1.70%,3.25%,4.11%,4.53%,-1.30%,,,0.171675,0.09885,0.1198,105.56,,1188.22,,0.3572
2008/9/24 0:00,,-0.30%,1.08%,1.76%,0.77%,1.31%,1.71%,3.48%,4.18%,4.58%,-0.61%,,,0.160525,0.1002,0.12335,106.11,12115.03,1185.87,0.3407,0.3519
2008/9/25 0:00,,-0.38%,1.14%,1.78%,0.81%,1.32%,1.70%,3.76%,4.15%,4.55%,0.17%,,,0.155975,0.10145,0.12365,106.56,12006.53,1209.18,0.3381,0.3282
2008/9/26 0:00,,-0.39%,1.12%,1.77%,0.85%,1.36%,1.72%,3.70%,4.19%,4.59%,0.01%,,,0.16575,0.1047,0.1264,106.01,11893.16,1213.01,0.3487,0.3474
2008/9/29 0:00,,-0.36%,0.93%,1.62%,0.88%,1.33%,1.69%,3.72%,3.86%,4.34%,0.37%,,,0.180875,0.109025,0.1304,104.18,11743.61,1106.39,0.3845,0.4672
2008/9/30 0:00,,-0.40%,0.97%,1.59%,0.93%,1.36%,1.72%,3.93%,4.12%,4.56%,-1.49%,,,0.178125,0.10915,0.13225,106.11,11259.86,1166.36,0.4211,0.3939
2008/10/1 0:00,,-0.39%,0.94%,1.51%,0.96%,1.34%,1.69%,4.00%,4.03%,4.47%,-0.42%,,,0.169325,0.10575,0.12745,105.72,11368.26,1161.07,0.3963,0.3981
2008/10/2 0:00,,-0.47%,0.93%,1.47%,0.98%,1.33%,1.68%,4.05%,3.92%,4.42%,0.04%,,,0.172625,0.10665,0.12845,105.34,11154.76,1114.28,0.4147,0.4526
2008/10/3 0:00,,-0.59%,0.94%,1.45%,1.01%,1.28%,1.64%,4.11%,3.82%,4.34%,0.92%,,,0.163825,0.1052,0.127,105.32,10938.14,1099.23,0.415,0.4514
2008/10/6 0:00,,-0.76%,0.77%,1.29%,1.02%,1.18%,1.53%,4.09%,3.59%,4.18%,0.65%,,,0.224025,0.11475,0.13665,101.82,10473.09,1056.89,0.4532,0.5205
2008/10/7 0:00,,-0.93%,0.64%,1.19%,1.04%,1.22%,1.55%,4.14%,3.60%,4.21%,-0.61%,,,0.2179,0.11295,0.13545,101.48,10155.9,996.23,0.49,0.5368
2008/10/8 0:00,,-0.99%,0.43%,1.00%,1.06%,1.23%,1.44%,4.29%,3.75%,4.26%,-1.27%,,,0.25045,0.1234,0.14055,99.14,9203.32,984.94,0.6418,0.5753
2008/10/9 0:00,,-1.26%,0.45%,1.05%,1.05%,1.24%,1.42%,4.51%,3.96%,4.48%,-0.49%,,,0.226875,0.12005,0.1377,99.82,9157.49,909.92,0.6277,0.6392
2008/10/10 0:00,,-1.48%,0.21%,0.93%,1.04%,1.31%,1.44%,4.59%,3.96%,4.50%,-0.07%,,,0.29635,0.133825,0.143,100.67,8276.43,899.22,0.6898,0.6995
2008/10/13 0:00,,-1.50%,0.21%,1.04%,1.04%,1.31%,1.47%,4.56%,3.97%,4.62%,0.97%,,,0.2367,0.1287,0.14465,102.02,,1003.35,,0.5499
2008/10/14 0:00,,-1.72%,0.32%,1.05%,1.04%,1.40%,1.63%,4.47%,4.19%,4.76%,1.41%,,,0.20535,0.118075,0.1394,102.08,9447.57,998.01,0.6497,0.5513
2008/10/15 0:00,,-1.81%,0.15%,0.98%,1.04%,1.38%,1.62%,4.36%,4.04%,4.63%,1.26%,,,0.236175,0.1224,0.14195,99.96,9547.47,907.84,0.6548,0.6925
2008/10/16 0:00,,-1.93%,0.00%,0.96%,1.02%,1.35%,1.59%,4.28%,4.05%,4.64%,1.00%,,,0.2322,0.12415,0.1401,101.58,8458.45,946.43,0.8337,0.6761
2008/10/17 0:00,,-1.93%,0.20%,1.06%,1.02%,1.35%,1.63%,4.18%,3.96%,4.57%,1.70%,,,0.203175,0.11935,0.13935,101.69,8693.82,940.55,0.7229,0.7033
2008/10/20 0:00,,-1.80%,0.32%,1.16%,0.97%,1.34%,1.64%,3.75%,3.82%,4.37%,1.82%,,,0.178125,0.1165,0.13915,101.87,9005.59,985.4,0.6571,0.5297
2008/10/21 0:00,,-1.41%,0.15%,1.11%,0.97%,1.29%,1.63%,3.53%,3.67%,4.24%,1.64%,,,0.18915,0.1151,0.13595,100.14,9306.25,955.05,0.6267,0.5311
2008/10/22 0:00,,-1.22%,0.07%,1.03%,0.96%,1.24%,1.57%,3.28%,3.53%,4.09%,1.04%,,,0.239075,0.12,0.139825,97.67,8674.69,896.78,0.6747,0.6965
